,400212,401225,403187,405780,406141,406716,410359,416279,416343,418224,426330,438042,449123,449774,451957,458836,468232,471279,473249,474171,479213,482110,483410,483477,516529,517617,522865,533004,550507,554398,559699,564156,567151,567173,585284,595607,596233,596651,598662,599933,706271,708842,709732,713360,721247,726261,730968,738048,774246,775125,775943,779255,B02L48,B058TZ,B09CBL,B0C2CQ,B0DJ8Q,B0HZL9,B0NJJ1,B0Z5YZ,B11HK3,B11ZRK,B13X01,B15C55,B164FY,B1FW75,B1HDJL,B1L3CS,B1RR82,B1XH02,B1Y1SQ,B1Y9TB,B1YXBJ,B28DTJ,B39GNW,B3B8D0,B4PH0C,B62G1B,B86S2N,B929F4,BD0Q39,BF0LBX,BF4446,BFYM46,BJ2KSG,BJDS7L,BLRB26,BMD8F9,BNDPYV,BNFWR4,BNG8PQ,BNHKYX,BWT6H8,BYPBS6,BYQ7HZ,BYTBXV,BYWLC6,BYYHL2,BZ1HM4,BZ5739,rendimento,data
25,30.63412,63.070248,21.896608,291.32446,417.13126,853.1725,4.591024,76.50743,102.44743,32.591854,13.600613,28.387173,61.791046,52.35831,123.804565,101.06812,155.84026,22.47503,15.164374,118.79899,124.78547,76.17373,99.26611,22.725311,116.296196,12.0634365,41.968967,169.3553,522.35956,10.51727,100.111496,15.189139,79.73325,97.36399,28.198074,2.4516194,24.571812,14.7186165,44.47066,237.0418,67.341675,18.220293,80.89009,14.52138,128.75452,8.703027,35.878853,32.336014,128.6989,34.21758,176.19623,91.74663,18.832014,95.50637,15.775349,11.829843,39.0294,127.97587,8.849856,87.16374,2.5390556,68.18705,91.2127,37.40277,104.17158,11.91883,2.2169137,77.48631,32.54736,92.369545,17.107943,68.47627,135.81793,20.344883,13.259212,11.357094,18.13758,41.802116,34.115772,325.86295,25.372702,143.6044,44.31602,53.059093,81.86896,82.98131,51.713154,,67.608635,74.660934,30.88996,213.01503,128.25397,9.571772,108.52086,12.419388,23.125757,46.618587,1315.91,6.4583035,1034.7635,2020-05-29
26,34.15499,71.34249,22.485462,320.88397,438.59006,921.54456,4.665237,80.73202,114.505135,34.256073,13.17508,32.357952,64.41265,57.34804,123.883446,103.71166,157.29716,25.360725,14.52265,136.12578,150.19582,80.035675,111.05707,25.652746,154.48929,11.955932,44.54413,172.51585,543.8854,11.512287,115.796776,15.448928,78.08138,101.813545,27.19146,2.650634,27.180231,16.62262,46.63319,253.71957,67.61363,20.904066,83.87685,14.1598425,128.31989,9.465909,39.725815,35.996956,123.5465,34.611797,195.03499,92.16568,18.933346,100.20744,16.171114,12.35465,43.126305,138.37207,9.221062,95.62499,2.754224,75.9474,91.42441,38.15902,102.655914,11.562829,2.6113238,82.43922,33.424946,92.0983,17.504292,69.14111,144.21245,21.092758,13.814745,11.720071,18.35804,43.724228,35.424156,367.1577,27.247618,137.36125,47.07122,56.337204,89.559975,92.92943,53.068836,,62.739155,86.5724,33.582184,222.72064,131.40855,10.523915,104.183395,11.967162,23.13689,49.26698,1455.0408,6.9612837,1096.8009,2020-06-30
27,35.475,73.32682,22.834074,334.64752,433.68185,833.6625,5.0670123,72.558205,129.48375,36.373695,15.260744,32.223125,71.83687,57.138397,132.43999,104.46204,172.645,23.715036,15.514081,160.70174,150.60753,78.115944,116.16879,26.487999,151.30087,11.72094,48.080452,182.22327,569.6694,12.049674,128.71512,15.96375,79.06195,104.71038,25.116299,2.5944052,28.155323,15.35358,51.899925,292.43225,68.9161,19.94168,87.173904,14.7926235,132.6765,9.608995,40.340992,36.858524,129.48375,41.888565,196.76799,97.2488,18.041933,105.7628,15.00356,13.350425,51.786716,153.25201,10.110375,103.61066,2.7977111,77.43011,87.505005,37.01225,94.6,10.52425,2.4300377,83.69735,33.65395,86.086006,16.903837,66.85855,165.07701,21.905811,16.4131,13.226263,20.531235,49.818726,37.662624,354.3953,28.935776,162.59375,47.229046,52.6449,94.29255,97.08325,59.2196,,65.25035,85.9914,36.6575,231.0605,151.77386,11.044551,108.5062,12.457637,21.273174,54.536896,1675.6025,6.97202,1128.4125,2020-07-31
28,39.76534,82.32919,24.158192,331.15857,469.76917,911.91187,5.07322,78.33473,138.73021,37.07445,16.155796,35.125053,86.0486,57.525196,131.5545,113.1608,171.61884,28.511448,16.37474,164.92151,159.93117,86.87381,124.07982,28.46361,150.8093,11.158214,52.227135,188.78072,615.43585,13.418559,119.02094,16.097488,82.281364,101.50028,30.783754,2.6275024,30.149899,16.243393,47.401478,309.03348,71.70916,20.422043,92.78181,16.317123,134.066,10.27082,43.72991,40.638382,137.77344,42.175613,214.07506,92.75788,19.687716,116.03107,14.925455,13.938797,51.721466,160.79549,10.526752,111.10376,3.2138739,83.59691,92.351265,39.585945,105.00442,10.730063,2.756665,82.47272,35.495796,93.97775,16.450293,65.89684,166.29686,22.717072,17.126003,17.347256,21.445034,51.74876,42.097446,375.8871,30.16186,151.88565,46.03212,46.833405,99.1921,100.26845,58.015533,,80.32,92.11207,37.732224,231.65552,168.98775,12.679462,111.510376,14.453056,22.561598,58.36834,1689.8774,8.137244,1171.9951,2020-08-31
29,34.733894,72.786385,21.600214,325.52765,468.3564,850.17126,4.9192667,75.23723,128.69833,36.19971,13.819123,32.341686,91.11491,50.177696,128.40518,107.55546,159.6563,26.026966,16.720818,182.69888,148.07373,86.14287,124.359535,27.90907,143.47372,10.417823,52.218105,187.33084,665.5961,12.523902,113.747055,16.024263,85.415825,100.062225,28.1436,2.3535085,30.793789,13.272053,47.140533,309.11057,71.55511,18.499727,90.2706,14.193191,136.20331,8.762041,36.322834,42.227127,132.15765,38.422077,184.16469,88.98068,17.725456,99.01857,12.638822,13.391663,46.233944,164.87459,10.584339,106.26554,2.7509995,79.95128,81.87443,34.241383,100.08567,9.278007,2.2544198,90.36441,39.307228,83.86793,16.071169,64.75374,158.89407,22.58524,16.58127,18.533733,20.242395,45.029762,40.878582,369.03296,29.609413,156.90057,41.68771,36.938473,101.340416,92.28755,60.391476,,79.20078,82.22622,37.58343,263.84625,159.12862,13.349447,112.29296,13.379937,22.31553,54.205746,1843.9921,7.1027417,1124.5479,2020-09-30
30,32.790527,72.90796,18.62595,323.47885,468.6191,834.03253,4.9296446,65.09182,115.48322,35.26001,13.463962,34.71253,87.18902,49.308105,119.6301,107.9117,161.21523,24.758884,15.399342,168.90324,147.83008,81.19004,121.37736,28.87663,143.04358,11.217505,49.98371,170.70877,603.97473,11.264099,98.662796,15.562395,81.05026,90.12445,25.463621,2.7024517,30.460825,13.558854,46.44839,300.18185,64.18323,16.07493,81.86566,12.68458,123.70706,7.9000125,34.776596,39.022472,124.173004,34.78452,193.36508,88.761566,15.760263,105.442215,12.678226,12.096968,41.56275,160.10861,11.611225,97.94059,2.7963614,73.94468,72.59345,30.076426,97.73092,8.100367,2.3250406,88.22573,37.647953,79.00012,15.888554,55.21389,146.18867,21.957422,19.010351,18.311441,18.966717,46.640594,40.245567,363.4332,27.47881,148.86783,38.486645,40.653267,96.333084,99.92083,56.553467,,79.652435,74.13105,34.87561,249.74384,174.20332,13.572833,111.266464,13.77435,19.808273,51.90572,1686.1204,6.8248563,1084.3705,2020-10-30
31,39.929157,104.94263,23.038813,366.99414,577.64496,1034.713,5.3446217,92.17917,139.11806,39.259285,18.19547,45.56326,87.50204,69.858086,140.4339,124.943085,191.39198,39.89925,17.100243,178.2338,162.24823,114.64381,139.53673,30.120316,177.21703,12.667758,62.2024,185.47081,723.701,15.96927,107.131676,16.423824,84.092865,101.33009,34.39075,2.9893038,39.259285,19.959793,51.867233,333.97906,82.96843,23.579494,97.70562,15.830003,145.15886,11.572038,51.39473,47.63268,152.27626,40.625072,203.59323,105.88762,20.329473,146.29526,17.208532,14.796994,53.47014,164.23827,15.209683,116.89267,4.0647655,84.90628,98.25586,42.853867,126.67758,10.818433,3.0861957,95.43283,42.63257,102.27509,17.177431,64.42733,164.65692,25.885767,21.244513,19.300688,21.870695,57.333866,49.30737,435.2374,28.696838,144.50096,44.941235,71.173904,106.53357,108.6628,60.790886,,81.41337,92.7055,40.73061,286.13104,186.00911,18.36167,106.50965,18.277937,23.33188,66.84366,1916.3124,9.778935,1302.3389,2020-11-30
32,41.17246,109.85031,24.483234,380.27933,625.1117,1097.5243,6.308624,91.6439,155.14615,41.62517,19.6217,49.87189,70.231766,70.084946,144.99068,128.41156,191.85263,43.754147,17.04051,186.34666,165.73541,118.53753,144.74597,32.27725,220.17781,11.910035,65.14181,203.29282,727.27814,16.126389,103.36552,17.166405,84.49836,96.29337,36.21708,3.0429688,37.049095,20.827267,53.567017,331.9491,84.69413,23.873905,100.96735,16.929556,156.0638,12.627035,52.74112,45.883125,154.53436,41.579315,205.67876,111.61223,22.308004,141.87062,17.88096,15.318846,57.029663,172.27583,15.777678,114.401924,4.655482,89.319145,96.70939,43.191315,129.81865,10.710956,3.4124808,96.46467,46.543842,99.54802,16.90946,65.778046,164.26158,26.624447,27.896938,19.84598,22.354721,56.784954,53.322315,486.42227,28.276241,141.19766,48.073284,79.01686,107.5011,108.11288,60.645252,,83.97223,96.7828,43.47273,296.0991,204.2105,23.100622,113.056015,19.888803,24.507706,69.754585,2330.8628,9.349145,1350.2363,2020-12-31
33,39.387054,101.07967,26.800694,352.4425,605.38464,1047.8512,6.283462,90.121284,145.18056,41.76826,19.6365,51.94912,68.0344,70.12403,135.94731,138.3771,189.15993,42.81308,16.608305,186.0012,173.28893,114.2492,146.94215,30.761267,256.58685,11.789391,62.51875,200.15477,657.9898,15.210548,103.89825,16.99645,83.14776,93.72954,33.810665,3.1295824,40.419724,18.755627,54.61583,328.266,89.24655,22.23267,99.35452,18.104866,142.1433,11.395762,48.32872,49.908092,142.87224,46.82595,185.45448,104.40851,22.220404,126.471085,18.609838,15.575018,54.500412,174.9456,12.489172,111.16335,4.4569416,92.210915,91.04461,42.393936,115.415504,10.064232,3.7941327,100.10776,48.207233,93.03705,16.370775,66.770905,164.0115,26.351183,27.395994,20.592556,23.149908,54.391075,51.378124,533.8878,28.659489,154.89975,56.820873,84.435555,101.85721,116.41172,58.193714,15.2032585,96.19578,85.11589,41.67107,293.03387,186.91237,21.919226,114.90524,17.37307,24.990494,63.150497,2089.0205,8.959887,1318.6282,2021-01-29
34,40.73513,116.41556,27.12843,367.53864,637.245,1083.9233,5.7606945,95.21047,161.61746,43.454037,19.583138,58.91785,73.13145,72.36675,121.3193,145.35255,190.99142,45.062325,16.273802,191.7804,164.0837,122.71517,149.11533,34.678265,271.40567,11.589363,67.17169,208.6522,637.12366,18.097757,100.06567,17.53334,79.72239,92.00604,41.94893,3.2869704,38.805183,24.92538,54.56638,355.7648,96.157234,25.247038,99.72581,18.956106,163.86299,14.098286,59.809994,53.916992,139.22285,48.37436,177.94308,99.16746,24.314907,137.46284,20.518076,14.668773,50.17849,165.7444,12.02633,111.0627,5.573618,87.29649,103.36721,46.579575,127.69175,11.268919,4.8988967,82.0286,47.532406,104.43535,15.59733,68.53114,151.36086,27.176981,21.96978,20.93805,23.10729,55.70128,56.393143,564.8418,26.509392,127.69175,59.063503,73.82331,103.85272,119.02522,52.26016,16.29405,89.38423,89.57844,46.36716,336.95087,193.54039,23.49674,96.958336,20.14301,23.6691,57.60694,2325.6406,10.971538,1363.1945,2021-02-26
35,40.183506,113.46346,25.692059,384.088,667.6879,1115.3597,5.723711,99.57141,170.53604,46.976746,21.320587,61.162613,84.9742,72.86861,125.40451,150.02705,188.10677,43.40383,17.630486,185.10974,176.76512,124.81685,153.08282,32.9084,291.4744,12.346526,70.49449,214.37471,691.78156,19.05161,95.34034,18.152508,87.11324,99.01902,37.79765,3.4013183,38.1855,26.22682,57.20773,365.28323,96.11603,26.89674,103.73198,19.59854,163.19041,14.509079,60.974564,59.141094,137.98022,52.106575,190.51613,102.97979,24.858398,136.39357,19.745039,14.227006,49.973755,169.5958,13.445432,121.467255,6.4149194,93.22479,100.32361,46.74756,119.76307,11.658977,4.7975745,76.25346,47.200047,102.67421,16.865557,68.75505,163.7193,28.524532,21.413965,21.225918,23.499504,52.347862,60.59847,607.6301,27.913376,127.52005,53.15882,80.32,111.98259,111.41844,55.920776,17.723524,95.798706,83.96343,48.998257,275.49033,215.4325,28.94764,92.40209,19.44534,25.174927,63.17238,2237.1836,12.26073,1404.5424,2021-03-31
36,42.90343,120.30777,31.88866,411.27823,753.8195,1090.6427,5.5639634,102.05816,183.4591,47.225075,21.550999,64.83667,89.15343,77.78955,129.76964,144.87732,205.48865,40.357395,17.86789,200.07155,182.3757,127.36204,160.12947,34.9102,304.44098,12.45933,72.32431,232.2732,802.33264,17.533346,92.764824,19.387197,90.59799,105.05562,40.291187,3.4500906,37.510406,28.493944,56.434143,386.54016,100.035774,28.319393,109.52172,20.401531,166.60591,15.495314,64.27088,63.199497,146.44226,52.321808,181.7738,116.094475,24.746637,149.48788,19.068192,14.8910055,54.70067,179.60696,14.590055,125.1952,6.398498,97.5078,109.690254,44.329937,128.44545,11.568518,4.8922434,75.18935,51.233727,110.02731,18.28572,70.5788,168.67645,29.938505,23.859314,23.907469,22.802774,56.75917,60.623367,651.4966,26.953081,119.07989,60.86413,82.568634,120.28369,108.61887,58.480606,16.62207,99.13292,98.26619,50.041965,289.3935,204.46542,29.192148,103.526794,20.34422,26.074306,70.81956,2457.5576,12.796393,1478.7238,2021-04-30
